SN,Source,Date,Open,High,Low,Adjusted_Close,Monthly_Nominal_GDP_Index,Monthly_Real_GDP_Index,Unemployment_Rate,Federal_Funds_Rate
5330,apple,2015-03-11,31.1875,31.192499,30.5275,27.777269,17983.453,17224.323,5.4,0.11
5331,apple,2015-03-12,30.577499,31.225,30.407499,28.279457,17983.453,17224.323,5.4,0.11
5332,apple,2015-03-13,31.1,31.35,30.645,28.084036,17983.453,17224.323,5.4,0.11
5333,apple,2015-03-16,30.969999,31.237499,30.717501,28.393076,17983.453,17224.323,5.4,0.11
5334,apple,2015-03-17,31.475,31.83,31.4125,28.867992,17983.453,17224.323,5.4,0.11
5335,apple,2015-03-18,31.75,32.290001,31.592501,29.192947,17983.453,17224.323,5.4,0.11
5336,apple,2015-03-19,32.1875,32.3125,31.85,28.972532,17983.453,17224.323,5.4,0.11
5337,apple,2015-03-20,32.0625,32.099998,31.290001,28.608955,17983.453,17224.323,5.4,0.11
5338,apple,2015-03-23,31.780001,31.9625,31.629999,28.90663,17983.453,17224.323,5.4,0.11
5339,apple,2015-03-24,31.807501,32.009998,31.639999,28.788467,17983.453,17224.323,5.4,0.11
5340,apple,2015-03-25,31.635,31.705,30.844999,28.03632,17983.453,17224.323,5.4,0.11
5341,apple,2015-03-26,30.690001,31.219999,30.65,28.231739,17983.453,17224.323,5.4,0.11
5342,apple,2015-03-27,31.1425,31.174999,30.727501,28.006777,17983.453,17224.323,5.4,0.11
5343,apple,2015-03-30,31.012501,31.6,31.0,28.715757,17983.453,17224.323,5.4,0.11
5344,apple,2015-03-31,31.522499,31.622499,31.09,28.274914,17983.453,17224.323,5.4,0.11
5345,apple,2015-04-01,31.205,31.280001,30.775,28.234015,18161.747,17387.295,5.4,0.12
5346,apple,2015-04-02,31.2575,31.389999,31.047501,28.477158,18161.747,17387.295,5.4,0.12
5347,apple,2015-04-06,31.1175,31.877501,31.0825,28.938442,18161.747,17387.295,5.4,0.12
5348,apple,2015-04-07,31.91,32.029999,31.495001,28.633947,18161.747,17387.295,5.4,0.12
5349,apple,2015-04-08,31.4625,31.6,31.2425,28.540785,18161.747,17387.295,5.4,0.12
5350,apple,2015-04-09,31.4625,31.645,31.165001,28.758928,18161.747,17387.295,5.4,0.12
5351,apple,2015-04-10,31.487499,31.8025,31.315001,28.881636,18161.747,17387.295,5.4,0.12
5352,apple,2015-04-13,32.092499,32.142502,31.6525,28.824829,18161.747,17387.295,5.4,0.12
5353,apple,2015-04-14,31.75,31.8225,31.477501,28.699842,18161.747,17387.295,5.4,0.12
5354,apple,2015-04-15,31.602501,31.782499,31.502501,28.808918,18161.747,17387.295,5.4,0.12
5355,apple,2015-04-16,31.57,31.775,31.5275,28.670309,18161.747,17387.295,5.4,0.12
5356,apple,2015-04-17,31.387501,31.535,31.115,28.347631,18161.747,17387.295,5.4,0.12
5357,apple,2015-04-20,31.3925,32.029999,31.2925,28.995249,18161.747,17387.295,5.4,0.12
5358,apple,2015-04-21,32.025002,32.049999,31.6675,28.838459,18161.747,17387.295,5.4,0.12
5359,apple,2015-04-22,31.747499,32.217499,31.58,29.227022,18161.747,17387.295,5.4,0.12
5360,apple,2015-04-23,32.075001,32.605,32.035,29.46563,18161.747,17387.295,5.4,0.12
5361,apple,2015-04-24,32.622501,32.657501,32.307499,29.604239,18161.747,17387.295,5.4,0.12
5362,apple,2015-04-27,33.077499,33.282501,32.787498,30.142792,18161.747,17387.295,5.4,0.12
5363,apple,2015-04-28,33.615002,33.634998,32.392502,29.667873,18161.747,17387.295,5.4,0.12
5364,apple,2015-04-29,32.540001,32.897499,32.075001,29.231573,18161.747,17387.295,5.4,0.12
5365,apple,2015-04-30,32.16,32.16,31.145,28.438528,18161.747,17387.295,5.4,0.12
5366,apple,2015-05-01,31.525,32.532501,31.325001,29.302019,18177.388,17356.219,5.6,0.12
5367,apple,2015-05-04,32.375,32.642502,32.064999,29.245214,18177.388,17356.219,5.6,0.12
5368,apple,2015-05-05,32.037498,32.112499,31.445,28.586231,18177.388,17356.219,5.6,0.12
5369,apple,2015-05-06,31.639999,31.6875,30.84,28.406712,18177.388,17356.219,5.6,0.12
5370,apple,2015-05-07,31.192499,31.52,31.004999,28.582413,18177.388,17356.219,5.6,0.12
5371,apple,2015-05-08,31.67,31.905001,31.5275,29.120928,18177.388,17356.219,5.6,0.12
5372,apple,2015-05-11,31.8475,31.889999,31.407499,28.824289,18177.388,17356.219,5.6,0.12
5373,apple,2015-05-12,31.4,31.719999,31.205,28.721605,18177.388,17356.219,5.6,0.12
5374,apple,2015-05-13,31.5375,31.797501,31.467501,28.753557,18177.388,17356.219,5.6,0.12
5375,apple,2015-05-14,31.852501,32.237499,31.790001,29.424417,18177.388,17356.219,5.6,0.12
5376,apple,2015-05-15,32.267502,32.372501,32.052502,29.383341,18177.388,17356.219,5.6,0.12
5377,apple,2015-05-18,32.095001,32.68,32.09,29.707371,18177.388,17356.219,5.6,0.12
5378,apple,2015-05-19,32.672501,32.720001,32.41,29.679989,18177.388,17356.219,5.6,0.12
5379,apple,2015-05-20,32.5,32.744999,32.334999,29.677698,18177.388,17356.219,5.6,0.12
5380,apple,2015-05-21,32.517502,32.907501,32.4575,29.981186,18177.388,17356.219,5.6,0.12
5381,apple,2015-05-22,32.900002,33.2425,32.849998,30.243601,18177.388,17356.219,5.6,0.12
5382,apple,2015-05-26,33.150002,33.227501,32.279999,29.577299,18177.388,17356.219,5.6,0.12
5383,apple,2015-05-27,32.584999,33.064999,32.512501,30.129511,18177.388,17356.219,5.6,0.12
5384,apple,2015-05-28,32.965,32.987499,32.775002,30.070177,18177.388,17356.219,5.6,0.12
5385,apple,2015-05-29,32.807499,32.862499,32.474998,29.727905,18177.388,17356.219,5.6,0.12
5386,apple,2015-06-01,32.57,32.8475,32.512501,29.787228,18241.986,17399.031,5.3,0.13
5387,apple,2015-06-02,32.465,32.665001,32.330002,29.654886,18241.986,17399.031,5.3,0.13
5388,apple,2015-06-03,32.665001,32.735001,32.474998,29.691391,18241.986,17399.031,5.3,0.13
5389,apple,2015-06-04,32.395,32.645,32.227501,29.517973,18241.986,17399.031,5.3,0.13
5390,apple,2015-06-05,32.375,32.422501,32.09,29.355963,18241.986,17399.031,5.3,0.13
5391,apple,2015-06-08,32.224998,32.302502,31.7075,29.162001,18241.986,17399.031,5.3,0.13
5392,apple,2015-06-09,31.674999,32.02,31.405001,29.075293,18241.986,17399.031,5.3,0.13
5393,apple,2015-06-10,31.98,32.334999,31.9625,29.408442,18241.986,17399.031,5.3,0.13
5394,apple,2015-06-11,32.294998,32.544998,32.119999,29.34227,18241.986,17399.031,5.3,0.13
5395,apple,2015-06-12,32.047501,32.0825,31.7775,29.018253,18241.986,17399.031,5.3,0.13
5396,apple,2015-06-15,31.525,31.809999,31.4275,28.961205,18241.986,17399.031,5.3,0.13
5397,apple,2015-06-16,31.7575,31.9625,31.592501,29.116364,18241.986,17399.031,5.3,0.13
5398,apple,2015-06-17,31.93,31.969999,31.684999,29.047909,18241.986,17399.031,5.3,0.13
5399,apple,2015-06-18,31.807501,32.077499,31.805,29.180264,18241.986,17399.031,5.3,0.13
5400,apple,2015-06-19,31.9275,31.955,31.6,28.888182,18241.986,17399.031,5.3,0.13
5401,apple,2015-06-22,31.872499,32.014999,31.77,29.118649,18241.986,17399.031,5.3,0.13
5402,apple,2015-06-23,31.870001,31.9025,31.719999,28.986301,18241.986,17399.031,5.3,0.13
5403,apple,2015-06-24,31.8025,32.450001,31.780001,29.232738,18241.986,17399.031,5.3,0.13
5404,apple,2015-06-25,32.215,32.299999,31.875,29.093544,18241.986,17399.031,5.3,0.13
5405,apple,2015-06-26,31.9175,31.997499,31.627501,28.922409,18241.986,17399.031,5.3,0.13
5406,apple,2015-06-29,31.365,31.6175,31.120001,28.415836,18241.986,17399.031,5.3,0.13
5407,apple,2015-06-30,31.3925,31.530001,31.215,28.621204,18241.986,17399.031,5.3,0.13
5408,apple,2015-07-01,31.725,31.735001,31.497499,28.888182,18275.677,17400.761,5.2,0.13
5409,apple,2015-07-02,31.6075,31.672501,31.442499,28.851677,18275.677,17400.761,5.2,0.13
5410,apple,2015-07-06,31.235001,31.557501,31.2125,28.75127,18275.677,17400.761,5.2,0.13
5411,apple,2015-07-07,31.4725,31.5375,30.942499,28.680536,18275.677,17400.761,5.2,0.13
5412,apple,2015-07-08,31.120001,31.16,30.635,27.968597,18275.677,17400.761,5.2,0.13
5413,apple,2015-07-09,30.9625,31.014999,29.805,27.398134,18275.677,17400.761,5.2,0.13
5414,apple,2015-07-10,30.485001,30.9625,30.3025,28.130606,18275.677,17400.761,5.2,0.13
5415,apple,2015-07-13,31.2575,31.440001,31.08,28.673687,18275.677,17400.761,5.2,0.13
5416,apple,2015-07-14,31.51,31.592501,31.26,28.662273,18275.677,17400.761,5.2,0.13
5417,apple,2015-07-15,31.43,31.7875,31.395,28.938383,18275.677,17400.761,5.2,0.13
5418,apple,2015-07-16,31.934999,32.142502,31.8375,29.324017,18275.677,17400.761,5.2,0.13
5419,apple,2015-07-17,32.27,32.404999,32.077499,29.577299,18275.677,17400.761,5.2,0.13
5420,apple,2015-07-20,32.7425,33.2425,32.674999,30.136354,18275.677,17400.761,5.2,0.13
5421,apple,2015-07-21,33.212502,33.23,32.580002,29.835146,18275.677,17400.761,5.2,0.13
5422,apple,2015-07-22,30.497499,31.375,30.497499,28.573292,18275.677,17400.761,5.2,0.13
5423,apple,2015-07-23,31.549999,31.772499,31.264999,28.559597,18275.677,17400.761,5.2,0.13
5424,apple,2015-07-24,31.33,31.434999,30.975,28.408995,18275.677,17400.761,5.2,0.13
5425,apple,2015-07-27,30.772499,30.9025,30.530001,28.014235,18275.677,17400.761,5.2,0.13
5426,apple,2015-07-28,30.844999,30.977501,30.637501,28.153429,18275.677,17400.761,5.2,0.13
5427,apple,2015-07-29,30.7875,30.875,30.567499,28.064432,18275.677,17400.761,5.2,0.13
5428,apple,2015-07-30,30.58,30.6425,30.4275,27.922962,18275.677,17400.761,5.2,0.13
5429,apple,2015-07-31,30.65,30.66,30.227501,27.678802,18275.677,17400.761,5.2,0.13
5430,apple,2015-08-03,30.375,30.6425,29.379999,27.026205,18286.015,17416.152,5.1,0.14
5431,apple,2015-08-04,29.355,29.424999,28.3125,26.159094,18286.015,17416.152,5.1,0.14
5432,apple,2015-08-05,28.237499,29.360001,28.025,26.332514,18286.015,17416.152,5.1,0.14
5433,apple,2015-08-06,28.9925,29.125,28.530001,26.389818,18286.015,17416.152,5.1,0.14
5434,apple,2015-08-07,28.645,29.0625,28.625,26.479212,18286.015,17416.152,5.1,0.14
5435,apple,2015-08-10,29.1325,29.997499,29.1325,27.441927,18286.015,17416.152,5.1,0.14
5436,apple,2015-08-11,29.452499,29.545,28.3325,26.013899,18286.015,17416.152,5.1,0.14
5437,apple,2015-08-12,28.1325,28.855,27.407499,26.415031,18286.015,17416.152,5.1,0.14
5438,apple,2015-08-13,29.01,29.1,28.635,26.394403,18286.015,17416.152,5.1,0.14
5439,apple,2015-08-14,28.58,29.077499,28.502501,26.580072,18286.015,17416.152,5.1,0.14
5440,apple,2015-08-17,29.01,29.4125,28.875,26.855129,18286.015,17416.152,5.1,0.14
5441,apple,2015-08-18,29.1075,29.360001,29.002501,26.703844,18286.015,17416.152,5.1,0.14
5442,apple,2015-08-19,29.025,29.129999,28.67,26.36232,18286.015,17416.152,5.1,0.14
5443,apple,2015-08-20,28.52,28.5875,27.907499,25.821362,18286.015,17416.152,5.1,0.14
5444,apple,2015-08-21,27.6075,27.975,26.4125,24.24205,18286.015,17416.152,5.1,0.14
5445,apple,2015-08-24,23.717501,27.200001,23.0,23.636913,18286.015,17416.152,5.1,0.14
5446,apple,2015-08-25,27.7775,27.7775,25.875,23.77903,18286.015,17416.152,5.1,0.14
5447,apple,2015-08-26,26.772499,27.4725,26.262501,25.142878,18286.015,17416.152,5.1,0.14
5448,apple,2015-08-27,28.057501,28.309999,27.504999,25.883244,18286.015,17416.152,5.1,0.14
5449,apple,2015-08-28,28.0425,28.327499,27.885,25.968058,18286.015,17416.152,5.1,0.14
5450,apple,2015-08-31,28.0075,28.6325,28.0,25.846569,18286.015,17416.152,5.1,0.14
5451,apple,2015-09-01,27.5375,27.969999,26.84,24.691317,18359.188,17494.244,5.0,0.14
5452,apple,2015-09-02,27.557501,28.084999,27.282499,25.750303,18359.188,17494.244,5.0,0.14
5453,apple,2015-09-03,28.122499,28.195,27.51,25.298746,18359.188,17494.244,5.0,0.14
5454,apple,2015-09-04,27.2425,27.612499,27.127501,25.046597,18359.188,17494.244,5.0,0.14
5455,apple,2015-09-08,27.9375,28.139999,27.58,25.743425,18359.188,17494.244,5.0,0.14
5456,apple,2015-09-09,28.440001,28.504999,27.442499,25.248314,18359.188,17494.244,5.0,0.14
5457,apple,2015-09-10,27.567499,28.32,27.475,25.803019,18359.188,17494.244,5.0,0.14
5458,apple,2015-09-11,27.9475,28.5525,27.940001,26.178938,18359.188,17494.244,5.0,0.14
5459,apple,2015-09-14,29.145,29.2225,28.715,26.431074,18359.188,17494.244,5.0,0.14
5460,apple,2015-09-15,28.9825,29.1325,28.605,26.653418,18359.188,17494.244,5.0,0.14
5461,apple,2015-09-16,29.0625,29.135,28.860001,26.683214,18359.188,17494.244,5.0,0.14
5462,apple,2015-09-17,28.915001,29.122499,28.43,26.112465,18359.188,17494.244,5.0,0.14
5463,apple,2015-09-18,28.0525,28.575001,27.967501,26.004728,18359.188,17494.244,5.0,0.14
5464,apple,2015-09-21,28.4175,28.842501,28.415001,26.408154,18359.188,17494.244,5.0,0.14
5465,apple,2015-09-22,28.344999,28.545,28.129999,25.993275,18359.188,17494.244,5.0,0.14
5466,apple,2015-09-23,28.407499,28.68,28.325001,26.204147,18359.188,17494.244,5.0,0.14
5467,apple,2015-09-24,28.3125,28.875,28.092501,26.36002,18359.188,17494.244,5.0,0.14
5468,apple,2015-09-25,29.110001,29.172501,28.504999,26.293549,18359.188,17494.244,5.0,0.14
5469,apple,2015-09-28,28.4625,28.6425,28.110001,25.773222,18359.188,17494.244,5.0,0.14
5470,apple,2015-09-29,28.2075,28.377501,26.965,24.998468,18359.188,17494.244,5.0,0.14
5471,apple,2015-09-30,27.5425,27.885,27.182501,25.282696,18359.188,17494.244,5.0,0.14
5472,apple,2015-10-01,27.2675,27.405001,26.827499,25.117659,18357.953,17482.294,5.0,0.12
5473,apple,2015-10-02,27.002501,27.752501,26.887501,25.301033,18357.953,17482.294,5.0,0.12
5474,apple,2015-10-05,27.469999,27.842501,27.2675,25.392723,18357.953,17482.294,5.0,0.12
5475,apple,2015-10-06,27.657499,27.934999,27.442499,25.514214,18357.953,17482.294,5.0,0.12
5476,apple,2015-10-07,27.934999,27.942499,27.352501,25.392723,18357.953,17482.294,5.0,0.12
5477,apple,2015-10-08,27.547501,27.547501,27.0525,25.099319,18357.953,17482.294,5.0,0.12
5478,apple,2015-10-09,27.5,28.07,27.372499,25.699871,18357.953,17482.294,5.0,0.12
5479,apple,2015-10-12,28.182501,28.1875,27.860001,25.580681,18357.953,17482.294,5.0,0.12
5480,apple,2015-10-13,27.705,28.112499,27.67,25.624231,18357.953,17482.294,5.0,0.12
5481,apple,2015-10-14,27.8225,27.879999,27.389999,25.262068,18357.953,17482.294,5.0,0.12
5482,apple,2015-10-15,27.7325,28.025,27.622499,25.640276,18357.953,17482.294,5.0,0.12
5483,apple,2015-10-16,27.945,28.0,27.6325,25.452316,18357.953,17482.294,5.0,0.12
5484,apple,2015-10-19,27.700001,27.9375,27.5275,25.610481,18357.953,17482.294,5.0,0.12
5485,apple,2015-10-20,27.834999,28.5425,27.705,26.078081,18357.953,17482.294,5.0,0.12
5486,apple,2015-10-21,28.5,28.895,28.424999,26.075788,18357.953,17482.294,5.0,0.12
5487,apple,2015-10-22,28.5825,28.875,28.525,26.474628,18357.953,17482.294,5.0,0.12
5488,apple,2015-10-23,29.174999,29.807501,29.0825,27.295229,18357.953,17482.294,5.0,0.12
5489,apple,2015-10-26,29.52,29.532499,28.73,26.4242,18357.953,17482.294,5.0,0.12
5490,apple,2015-10-27,28.85,29.135,28.497499,26.25687,18357.953,17482.294,5.0,0.12
5491,apple,2015-10-28,29.2325,29.825001,29.014999,27.338779,18357.953,17482.294,5.0,0.12
5492,apple,2015-10-29,29.674999,30.172501,29.567499,27.627592,18357.953,17482.294,5.0,0.12
5493,apple,2015-10-30,30.247499,30.305,29.862499,27.391502,18357.953,17482.294,5.0,0.12
5494,apple,2015-11-02,30.200001,30.34,29.9025,27.776585,18291.999,17424.013,5.1,0.12
5495,apple,2015-11-03,30.1975,30.872499,30.174999,28.095192,18291.999,17424.013,5.1,0.12
5496,apple,2015-11-04,30.782499,30.955,30.405001,27.964542,18291.999,17424.013,5.1,0.12
5497,apple,2015-11-05,30.4625,30.672501,30.045,27.835629,18291.999,17424.013,5.1,0.12
5498,apple,2015-11-06,30.2775,30.452499,30.155001,27.867861,18291.999,17424.013,5.1,0.12
5499,apple,2015-11-09,30.24,30.452499,30.012501,27.75506,18291.999,17424.013,5.1,0.12
5500,apple,2015-11-10,29.225,29.5175,29.014999,26.88031,18291.999,17424.013,5.1,0.12
5501,apple,2015-11-11,29.092501,29.355,28.8025,26.728371,18291.999,17424.013,5.1,0.12
5502,apple,2015-11-12,29.065001,29.205,28.9125,26.638597,18291.999,17424.013,5.1,0.12
5503,apple,2015-11-13,28.799999,28.8925,28.067499,25.860525,18291.999,17424.013,5.1,0.12
5504,apple,2015-11-16,27.844999,28.559999,27.75,26.284096,18291.999,17424.013,5.1,0.12
5505,apple,2015-11-17,28.73,28.762501,28.33,26.171295,18291.999,17424.013,5.1,0.12
5506,apple,2015-11-18,28.940001,29.372499,28.875,27.000011,18291.999,17424.013,5.1,0.12
5507,apple,2015-11-19,29.41,29.9375,29.190001,27.343008,18291.999,17424.013,5.1,0.12
5508,apple,2015-11-20,29.799999,29.98,29.7125,27.462706,18291.999,17424.013,5.1,0.12
5509,apple,2015-11-23,29.817499,29.932501,29.334999,27.105907,18291.999,17424.013,5.1,0.12
5510,apple,2015-11-24,29.3325,29.8375,29.280001,27.366024,18291.999,17424.013,5.1,0.12
5511,apple,2015-11-25,29.8025,29.807501,29.48,27.170357,18291.999,17424.013,5.1,0.12
5512,apple,2015-11-27,29.5725,29.602501,29.4,27.119713,18291.999,17424.013,5.1,0.12
5513,apple,2015-11-30,29.497499,29.852501,29.4375,27.232508,18291.999,17424.013,5.1,0.12
5514,apple,2015-12-01,29.6875,29.702499,29.215,27.011518,18346.285,17481.214,5.0,0.24
5515,apple,2015-12-02,29.334999,29.5275,29.02,26.767508,18346.285,17481.214,5.0,0.24
5516,apple,2015-12-03,29.137501,29.1975,28.555,26.518896,18346.285,17481.214,5.0,0.24
5517,apple,2015-12-04,28.8225,29.8125,28.7775,27.400555,18346.285,17481.214,5.0,0.24
5518,apple,2015-12-07,29.745001,29.965,29.452499,27.227905,18346.285,17481.214,5.0,0.24
5519,apple,2015-12-08,29.379999,29.65,29.215,27.216394,18346.285,17481.214,5.0,0.24
5520,apple,2015-12-09,29.41,29.422501,28.77,26.61558,18346.285,17481.214,5.0,0.24
5521,apple,2015-12-10,29.01,29.235001,28.877501,26.742188,18346.285,17481.214,5.0,0.24
5522,apple,2015-12-11,28.797501,28.8475,28.2125,26.053888,18346.285,17481.214,5.0,0.24
5523,apple,2015-12-14,28.045,28.17,27.4475,25.892748,18346.285,17481.214,5.0,0.24
5524,apple,2015-12-15,27.985001,28.200001,27.5875,25.434656,18346.285,17481.214,5.0,0.24
5525,apple,2015-12-16,27.7675,27.997499,27.200001,25.630325,18346.285,17481.214,5.0,0.24
5526,apple,2015-12-17,28.004999,28.0625,27.245001,25.087061,18346.285,17481.214,5.0,0.24
5527,apple,2015-12-18,27.227501,27.379999,26.452499,24.407967,18346.285,17481.214,5.0,0.24
5528,apple,2015-12-21,26.82,26.842501,26.3925,24.707233,18346.285,17481.214,5.0,0.24
5529,apple,2015-12-22,26.85,26.93,26.612499,24.684206,18346.285,17481.214,5.0,0.24
5530,apple,2015-12-23,26.817499,27.2125,26.799999,25.001886,18346.285,17481.214,5.0,0.24
5531,apple,2015-12-24,27.25,27.25,26.987499,24.868372,18346.285,17481.214,5.0,0.24
5532,apple,2015-12-28,26.897499,26.922501,26.545,24.589828,18346.285,17481.214,5.0,0.24
5533,apple,2015-12-29,26.74,27.3575,26.715,25.031807,18346.285,17481.214,5.0,0.24
5534,apple,2015-12-30,27.145,27.174999,26.795,24.704931,18346.285,17481.214,5.0,0.24
5535,apple,2015-12-31,26.752501,26.7575,26.205,24.230719,18346.285,17481.214,5.0,0.24
5536,apple,2016-01-04,25.6525,26.342501,25.5,24.251438,18398.999,17543.658,4.8,0.34
5537,apple,2016-01-05,26.4375,26.4625,25.602501,23.643707,18398.999,17543.658,4.8,0.34
5538,apple,2016-01-06,25.139999,25.592501,24.967501,23.181009,18398.999,17543.658,4.8,0.34
5539,apple,2016-01-07,24.67,25.032499,24.1075,22.202669,18398.999,17543.658,4.8,0.34
5540,apple,2016-01-08,24.637501,24.7775,24.190001,22.320068,18398.999,17543.658,4.8,0.34
5541,apple,2016-01-11,24.7425,24.764999,24.334999,22.681482,18398.999,17543.658,4.8,0.34
5542,apple,2016-01-12,25.137501,25.172501,24.709999,23.010664,18398.999,17543.658,4.8,0.34
5543,apple,2016-01-13,25.08,25.297501,24.325001,22.41905,18398.999,17543.658,4.8,0.34
5544,apple,2016-01-14,24.49,25.120001,23.934999,22.909378,18398.999,17543.658,4.8,0.34
5545,apple,2016-01-15,24.049999,24.4275,23.84,22.359198,18398.999,17543.658,4.8,0.34
5546,apple,2016-01-19,24.602501,24.6625,23.875,22.251013,18398.999,17543.658,4.8,0.34
5547,apple,2016-01-20,23.775,24.547501,23.355,22.280935,18398.999,17543.658,4.8,0.34
5548,apple,2016-01-21,24.264999,24.469999,23.735001,22.16814,18398.999,17543.658,4.8,0.34
5549,apple,2016-01-22,24.657499,25.365,24.592501,23.346752,18398.999,17543.658,4.8,0.34
5550,apple,2016-01-25,25.379999,25.3825,24.8025,22.890966,18398.999,17543.658,4.8,0.34
5551,apple,2016-01-26,24.9825,25.219999,24.5175,23.01757,18398.999,17543.658,4.8,0.34
5552,apple,2016-01-27,24.01,24.157499,23.334999,21.505165,18398.999,17543.658,4.8,0.34
5553,apple,2016-01-28,23.4475,23.629999,23.0975,21.659403,18398.999,17543.658,4.8,0.34
5554,apple,2016-01-29,23.6975,24.334999,23.5875,22.407541,18398.999,17543.658,4.8,0.34
5555,apple,2016-02-01,24.1175,24.1775,23.85,22.198065,18364.26,17520.273,4.9,0.38
5556,apple,2016-02-02,23.855,24.01,23.57,21.74918,18364.26,17520.273,4.9,0.38
5557,apple,2016-02-03,23.75,24.209999,23.52,22.179647,18364.26,17520.273,4.9,0.38
5558,apple,2016-02-04,23.965,24.3325,23.797501,22.357861,18364.26,17520.273,4.9,0.38
